# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-11-13 11:53:53 EST       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01184000 CONNECTICUT RIVER AT THOMPSONVILLE, CT
# -----------------------------------------------------------------------------------
#
# Data provided for site 01184000
#            TS   parameter     statistic     Description
#         64671       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	64671_00060_00003	64671_00060_00003_cd
USGS	01184000	2013-06-20	24700	A
USGS	01184000	2013-06-21	20300	A
USGS	01184000	2013-06-22	16400	A
USGS	01184000	2013-06-23	14600	A
USGS	01184000	2013-06-24	15200	A
USGS	01184000	2013-06-25	18400	A
USGS	01184000	2013-06-26	19500	A
USGS	01184000	2013-06-27	20800	A
USGS	01184000	2013-06-28	29200	A
USGS	01184000	2013-06-29	48200	A
USGS	01184000	2013-06-30	42100	A
USGS	01184000	2013-07-01	33100	A
USGS	01184000	2013-07-02	35600	A
USGS	01184000	2013-07-03	46100	A
USGS	01184000	2013-07-04	65200	A
USGS	01184000	2013-07-05	55400	A
USGS	01184000	2013-07-06	44400	A
USGS	01184000	2013-07-07	36500	A
USGS	01184000	2013-07-08	30100	A
USGS	01184000	2013-07-09	25900	A
USGS	01184000	2013-07-10	23400	A
USGS	01184000	2013-07-11	29200	A
USGS	01184000	2013-07-12	35600	A
USGS	01184000	2013-07-13	27400	A
USGS	01184000	2013-07-14	22400	A
USGS	01184000	2013-07-15	20100	A
USGS	01184000	2013-07-16	18800	A
USGS	01184000	2013-07-17	16900	A
USGS	01184000	2013-07-18	14100	A
USGS	01184000	2013-07-19	13700	A
USGS	01184000	2013-07-20	16200	A
USGS	01184000	2013-07-21	16700	A
USGS	01184000	2013-07-22	13100	A
USGS	01184000	2013-07-23	17100	A
USGS	01184000	2013-07-24	25300	A
USGS	01184000	2013-07-25	27300	A
USGS	01184000	2013-07-26	16900	A
USGS	01184000	2013-07-27	14000	A
USGS	01184000	2013-07-28	12900	A
USGS	01184000	2013-07-29	11200	A
USGS	01184000	2013-07-30	11300	A
USGS	01184000	2013-07-31	11500	A
USGS	01184000	2013-08-01	9040	A
USGS	01184000	2013-08-02	8120	A
USGS	01184000	2013-08-03	8060	A
USGS	01184000	2013-08-04	9200	A
USGS	01184000	2013-08-05	6700	A
USGS	01184000	2013-08-06	9150	A
USGS	01184000	2013-08-07	5410	A
USGS	01184000	2013-08-08	8920	A
USGS	01184000	2013-08-09	11200	A
USGS	01184000	2013-08-10	19900	A
USGS	01184000	2013-08-11	20200	A
USGS	01184000	2013-08-12	12900	A
USGS	01184000	2013-08-13	12300	A
USGS	01184000	2013-08-14	11300	A
USGS	01184000	2013-08-15	10800	A
USGS	01184000	2013-08-16	8190	A
USGS	01184000	2013-08-17	5270	A
USGS	01184000	2013-08-18	8000	A
USGS	01184000	2013-08-19	7300	A
USGS	01184000	2013-08-20	7280	A
USGS	01184000	2013-08-21	4440	A
USGS	01184000	2013-08-22	9300	A
USGS	01184000	2013-08-23	5270	A
USGS	01184000	2013-08-24	5160	A
USGS	01184000	2013-08-25	3970	A
USGS	01184000	2013-08-26	4190	A
USGS	01184000	2013-08-27	8000	A
USGS	01184000	2013-08-28	5840	A
USGS	01184000	2013-08-29	4970	A
USGS	01184000	2013-08-30	4500	A
USGS	01184000	2013-08-31	6330	A
USGS	01184000	2013-09-01	7240	A
USGS	01184000	2013-09-02	7850	A
USGS	01184000	2013-09-03	13000	A
USGS	01184000	2013-09-04	12800	A
USGS	01184000	2013-09-05	10600	A
USGS	01184000	2013-09-06	7520	A
USGS	01184000	2013-09-07	4780	A
USGS	01184000	2013-09-08	6980	A
USGS	01184000	2013-09-09	8520	A
USGS	01184000	2013-09-10	4320	A
USGS	01184000	2013-09-11	4330	A
USGS	01184000	2013-09-12	8450	A
USGS	01184000	2013-09-13	13500	A
USGS	01184000	2013-09-14	21800	A
USGS	01184000	2013-09-15	22100	A
USGS	01184000	2013-09-16	19700	A
USGS	01184000	2013-09-17	17400	A
USGS	01184000	2013-09-18	15500	A
USGS	01184000	2013-09-19	10300	A
USGS	01184000	2013-09-20	9270	A
USGS	01184000	2013-09-21	8700	A
USGS	01184000	2013-09-22	6530	A
USGS	01184000	2013-09-23	9790	A
USGS	01184000	2013-09-24	13900	A
USGS	01184000	2013-09-25	9200	A
USGS	01184000	2013-09-26	9860	A
USGS	01184000	2013-09-27	7740	A
USGS	01184000	2013-09-28	6550	A
USGS	01184000	2013-09-29	6790	A
USGS	01184000	2013-09-30	7170	A
USGS	01184000	2013-10-01	7140	A
USGS	01184000	2013-10-02	7790	A
USGS	01184000	2013-10-03	7420	A
USGS	01184000	2013-10-04	6750	A
USGS	01184000	2013-10-05	7060	A
USGS	01184000	2013-10-06	6290	A
USGS	01184000	2013-10-07	6470	A
USGS	01184000	2013-10-08	8890	A
USGS	01184000	2013-10-09	11600	A
USGS	01184000	2013-10-10	11000	A
USGS	01184000	2013-10-11	9820	A
USGS	01184000	2013-10-12	8210	A
USGS	01184000	2013-10-13	4770	A
USGS	01184000	2013-10-14	5390	A
USGS	01184000	2013-10-15	7040	A
USGS	01184000	2013-10-16	6770	A
USGS	01184000	2013-10-17	5910	A
USGS	01184000	2013-10-18	6980	A
USGS	01184000	2013-10-19	6000	A
USGS	01184000	2013-10-20	8540	A
USGS	01184000	2013-10-21	7450	A
USGS	01184000	2013-10-22	7300	A
USGS	01184000	2013-10-23	6860	A
USGS	01184000	2013-10-24	7770	A
USGS	01184000	2013-10-25	5960	A
USGS	01184000	2013-10-26	7080	A
USGS	01184000	2013-10-27	7710	A
USGS	01184000	2013-10-28	5410	A
USGS	01184000	2013-10-29	5680	A
USGS	01184000	2013-10-30	6880	A
USGS	01184000	2013-10-31	7040	A
USGS	01184000	2013-11-01	4880	A
USGS	01184000	2013-11-02	11100	A
USGS	01184000	2013-11-03	19900	A
USGS	01184000	2013-11-04	13400	A
USGS	01184000	2013-11-05	11200	A
USGS	01184000	2013-11-06	7080	A
USGS	01184000	2013-11-07	7050	A
USGS	01184000	2013-11-08	7430	A
USGS	01184000	2013-11-09	10900	A
USGS	01184000	2013-11-10	9570	A
USGS	01184000	2013-11-11	9710	A
USGS	01184000	2013-11-12	9320	A
USGS	01184000	2013-11-13	9560	A
USGS	01184000	2013-11-14	11600	A
USGS	01184000	2013-11-15	11100	A
USGS	01184000	2013-11-16	8580	A
USGS	01184000	2013-11-17	3690	A
USGS	01184000	2013-11-18	5760	A
USGS	01184000	2013-11-19	9630	A
USGS	01184000	2013-11-20	13700	A
USGS	01184000	2013-11-21	14100	A
USGS	01184000	2013-11-22	10200	A
USGS	01184000	2013-11-23	9450	A
USGS	01184000	2013-11-24	9400	A
USGS	01184000	2013-11-25	12400	A
USGS	01184000	2013-11-26	11200	A
USGS	01184000	2013-11-27	10300	A
USGS	01184000	2013-11-28	27800	A
USGS	01184000	2013-11-29	30600	A
USGS	01184000	2013-11-30	26600	A
USGS	01184000	2013-12-01	16800	A
USGS	01184000	2013-12-02	10500	A
USGS	01184000	2013-12-03	13500	A
USGS	01184000	2013-12-04	14700	A
USGS	01184000	2013-12-05	15600	A
USGS	01184000	2013-12-06	13700	A
USGS	01184000	2013-12-07	14000	A
USGS	01184000	2013-12-08	17000	A
USGS	01184000	2013-12-09	16500	A
USGS	01184000	2013-12-10	16300	A
USGS	01184000	2013-12-11	10200	A
USGS	01184000	2013-12-12	9150	A
USGS	01184000	2013-12-13	13000	A
USGS	01184000	2013-12-14	8200	A
USGS	01184000	2013-12-15	9810	A
USGS	01184000	2013-12-16	6240	A
USGS	01184000	2013-12-17	7400	A
USGS	01184000	2013-12-18	10300	A
USGS	01184000	2013-12-19	8020	A
USGS	01184000	2013-12-20	8930	A
USGS	01184000	2013-12-21	9560	A
USGS	01184000	2013-12-22	9620	A
USGS	01184000	2013-12-23	24300	A
USGS	01184000	2013-12-24	43000	A
USGS	01184000	2013-12-25	40700	A
USGS	01184000	2013-12-26	26800	A
USGS	01184000	2013-12-27	27000	A
USGS	01184000	2013-12-28	21200	A
USGS	01184000	2013-12-29	16500	A
USGS	01184000	2013-12-30	20100	A
USGS	01184000	2013-12-31	21800	A
USGS	01184000	2014-01-01	18000	A
USGS	01184000	2014-01-02	15700	A
USGS	01184000	2014-01-03	10400	A
USGS	01184000	2014-01-04	17600	A
USGS	01184000	2014-01-05	22000	A
USGS	01184000	2014-01-06	15300	A
USGS	01184000	2014-01-07	20900	A
USGS	01184000	2014-01-08	29900	A
USGS	01184000	2014-01-09	30000	A
USGS	01184000	2014-01-10	20900	A
USGS	01184000	2014-01-11	19400	A
USGS	01184000	2014-01-12	27300	A
USGS	01184000	2014-01-13	44100	A
USGS	01184000	2014-01-14	50200	A
USGS	01184000	2014-01-15	46700	A
USGS	01184000	2014-01-16	49000	A
USGS	01184000	2014-01-17	45800	A
USGS	01184000	2014-01-18	41200	A
USGS	01184000	2014-01-19	31700	A
USGS	01184000	2014-01-20	29300	A
USGS	01184000	2014-01-21	25500	A
USGS	01184000	2014-01-22	19200	A
USGS	01184000	2014-01-23	13400	A
USGS	01184000	2014-01-24	16200	A
USGS	01184000	2014-01-25	21000	A
USGS	01184000	2014-01-26	16100	A
USGS	01184000	2014-01-27	15400	A
USGS	01184000	2014-01-28	17600	A
USGS	01184000	2014-01-29	16200	A
USGS	01184000	2014-01-30	16000	A
USGS	01184000	2014-01-31	13700	A
USGS	01184000	2014-02-01	12100	A
USGS	01184000	2014-02-02	11600	A
USGS	01184000	2014-02-03	10400	A
USGS	01184000	2014-02-04	12800	A
USGS	01184000	2014-02-05	10500	A
USGS	01184000	2014-02-06	12300	A
USGS	01184000	2014-02-07	11300	A
USGS	01184000	2014-02-08	10600	A
USGS	01184000	2014-02-09	9990	A
USGS	01184000	2014-02-10	9480	A
USGS	01184000	2014-02-11	10500	A
USGS	01184000	2014-02-12	12500	A
USGS	01184000	2014-02-13	9670	A
USGS	01184000	2014-02-14	6390	A
USGS	01184000	2014-02-15	8420	A
USGS	01184000	2014-02-16	13200	A
USGS	01184000	2014-02-17	10000	A
USGS	01184000	2014-02-18	9880	A
USGS	01184000	2014-02-19	10400	A
USGS	01184000	2014-02-20	8840	A
USGS	01184000	2014-02-21	7890	A
USGS	01184000	2014-02-22	10800	A
USGS	01184000	2014-02-23	12800	A
USGS	01184000	2014-02-24	14800	A
USGS	01184000	2014-02-25	13900	A
USGS	01184000	2014-02-26	13000	A
USGS	01184000	2014-02-27	11900	A
USGS	01184000	2014-02-28	12100	A
USGS	01184000	2014-03-01	12800	A
USGS	01184000	2014-03-02	9170	A
USGS	01184000	2014-03-03	8940	A
USGS	01184000	2014-03-04	11200	A
USGS	01184000	2014-03-05	8620	A
USGS	01184000	2014-03-06	9020	A
USGS	01184000	2014-03-07	8050	A
USGS	01184000	2014-03-08	7250	A
USGS	01184000	2014-03-09	6980	A
USGS	01184000	2014-03-10	6360	A
USGS	01184000	2014-03-11	7550	A
USGS	01184000	2014-03-12	9070	A
USGS	01184000	2014-03-13	11800	A
USGS	01184000	2014-03-14	13300	A
USGS	01184000	2014-03-15	11900	A
USGS	01184000	2014-03-16	8470	A
USGS	01184000	2014-03-17	12100	A
USGS	01184000	2014-03-18	13000	A
USGS	01184000	2014-03-19	9220	A
USGS	01184000	2014-03-20	10200	A
USGS	01184000	2014-03-21	11900	A
USGS	01184000	2014-03-22	12100	A
USGS	01184000	2014-03-23	11400	A
USGS	01184000	2014-03-24	11100	A
USGS	01184000	2014-03-25	10700	A
USGS	01184000	2014-03-26	11200	A
USGS	01184000	2014-03-27	8850	A
USGS	01184000	2014-03-28	7250	A
USGS	01184000	2014-03-29	9180	A
USGS	01184000	2014-03-30	30400	A
USGS	01184000	2014-03-31	53800	A
USGS	01184000	2014-04-01	59700	A
USGS	01184000	2014-04-02	46200	A
USGS	01184000	2014-04-03	43000	A
USGS	01184000	2014-04-04	42500	A
USGS	01184000	2014-04-05	44200	A
USGS	01184000	2014-04-06	48200	A
USGS	01184000	2014-04-07	44800	A
USGS	01184000	2014-04-08	46600	A
USGS	01184000	2014-04-09	59400	A
USGS	01184000	2014-04-10	67400	A
USGS	01184000	2014-04-11	60400	A
USGS	01184000	2014-04-12	65000	A
USGS	01184000	2014-04-13	72400	A
USGS	01184000	2014-04-14	72400	A
USGS	01184000	2014-04-15	77200	A
USGS	01184000	2014-04-16	86000	A
USGS	01184000	2014-04-17	91100	A
USGS	01184000	2014-04-18	86500	A
USGS	01184000	2014-04-19	81500	A
USGS	01184000	2014-04-20	71400	A
USGS	01184000	2014-04-21	53300	A
USGS	01184000	2014-04-22	43900	A
USGS	01184000	2014-04-23	38800	A
USGS	01184000	2014-04-24	37100	A
USGS	01184000	2014-04-25	35500	A
USGS	01184000	2014-04-26	32900	A
USGS	01184000	2014-04-27	34900	A
USGS	01184000	2014-04-28	36700	A
USGS	01184000	2014-04-29	31300	A
USGS	01184000	2014-04-30	29800	A
USGS	01184000	2014-05-01	43900	A
USGS	01184000	2014-05-02	54100	A
USGS	01184000	2014-05-03	49700	A
USGS	01184000	2014-05-04	43400	A
USGS	01184000	2014-05-05	39800	A
USGS	01184000	2014-05-06	39700	A
USGS	01184000	2014-05-07	39200	A
USGS	01184000	2014-05-08	33300	A
USGS	01184000	2014-05-09	27700	A
USGS	01184000	2014-05-10	25800	A
USGS	01184000	2014-05-11	24000	A
USGS	01184000	2014-05-12	23500	A
USGS	01184000	2014-05-13	24700	A
USGS	01184000	2014-05-14	25100	A
USGS	01184000	2014-05-15	18300	A
USGS	01184000	2014-05-16	17400	A
USGS	01184000	2014-05-17	26600	A
USGS	01184000	2014-05-18	41600	A
USGS	01184000	2014-05-19	43900	A
USGS	01184000	2014-05-20	35500	A
USGS	01184000	2014-05-21	28900	A
USGS	01184000	2014-05-22	25800	A
USGS	01184000	2014-05-23	25100	A
USGS	01184000	2014-05-24	31800	A
USGS	01184000	2014-05-25	36300	A
USGS	01184000	2014-05-26	30100	A
USGS	01184000	2014-05-27	26300	A
USGS	01184000	2014-05-28	26300	A
USGS	01184000	2014-05-29	29800	A
USGS	01184000	2014-05-30	35200	A
USGS	01184000	2014-05-31	32600	A
USGS	01184000	2014-06-01	24100	A
USGS	01184000	2014-06-02	21000	A
USGS	01184000	2014-06-03	20600	A
USGS	01184000	2014-06-04	20100	A
USGS	01184000	2014-06-05	20100	A
USGS	01184000	2014-06-06	15600	A
USGS	01184000	2014-06-07	12500	A
USGS	01184000	2014-06-08	12500	A
USGS	01184000	2014-06-09	13500	A
USGS	01184000	2014-06-10	10100	A
USGS	01184000	2014-06-11	9950	A
USGS	01184000	2014-06-12	7980	A
USGS	01184000	2014-06-13	9300	A
USGS	01184000	2014-06-14	16400	A
USGS	01184000	2014-06-15	21200	A
USGS	01184000	2014-06-16	19900	A
USGS	01184000	2014-06-17	16600	A
USGS	01184000	2014-06-18	11500	A
USGS	01184000	2014-06-19	12400	A
USGS	01184000	2014-06-20	8890	A
USGS	01184000	2014-06-21	8480	A
USGS	01184000	2014-06-22	9240	A
USGS	01184000	2014-06-23	7170	A
USGS	01184000	2014-06-24	7370	A
USGS	01184000	2014-06-25	4240	A
USGS	01184000	2014-06-26	19800	A
USGS	01184000	2014-06-27	33200	A
USGS	01184000	2014-06-28	26000	A
USGS	01184000	2014-06-29	19700	A
USGS	01184000	2014-06-30	14600	A
USGS	01184000	2014-07-01	11500	A
USGS	01184000	2014-07-02	8280	A
USGS	01184000	2014-07-03	13300	A
USGS	01184000	2014-07-04	19900	A
USGS	01184000	2014-07-05	28600	A
USGS	01184000	2014-07-06	25500	A
USGS	01184000	2014-07-07	18900	A
USGS	01184000	2014-07-08	18800	A
USGS	01184000	2014-07-09	18200	A
USGS	01184000	2014-07-10	18400	A
USGS	01184000	2014-07-11	16200	A
USGS	01184000	2014-07-12	13000	A
USGS	01184000	2014-07-13	12600	A
USGS	01184000	2014-07-14	11100	A
USGS	01184000	2014-07-15	10900	A
USGS	01184000	2014-07-16	14000	A
USGS	01184000	2014-07-17	22900	A
USGS	01184000	2014-07-18	19100	A
USGS	01184000	2014-07-19	14400	A
USGS	01184000	2014-07-20	10900	A
USGS	01184000	2014-07-21	10700	A
USGS	01184000	2014-07-22	11700	A
USGS	01184000	2014-07-23	9670	A
USGS	01184000	2014-07-24	9950	A
USGS	01184000	2014-07-25	12500	A
USGS	01184000	2014-07-26	10900	A
USGS	01184000	2014-07-27	10300	A
USGS	01184000	2014-07-28	13300	A
USGS	01184000	2014-07-29	26500	A
USGS	01184000	2014-07-30	28800	A
USGS	01184000	2014-07-31	25000	A
USGS	01184000	2014-08-01	18300	A
USGS	01184000	2014-08-02	17400	A
USGS	01184000	2014-08-03	10400	A
USGS	01184000	2014-08-04	10300	A
USGS	01184000	2014-08-05	11600	A
USGS	01184000	2014-08-06	9560	A
USGS	01184000	2014-08-07	11100	A
USGS	01184000	2014-08-08	9690	A
USGS	01184000	2014-08-09	9130	A
USGS	01184000	2014-08-10	6730	A
USGS	01184000	2014-08-11	8650	A
USGS	01184000	2014-08-12	8810	A
USGS	01184000	2014-08-13	9260	A
USGS	01184000	2014-08-14	27400	A
USGS	01184000	2014-08-15	23100	A
USGS	01184000	2014-08-16	15400	A
USGS	01184000	2014-08-17	15600	A
USGS	01184000	2014-08-18	12100	A
USGS	01184000	2014-08-19	8760	A
USGS	01184000	2014-08-20	8600	A
USGS	01184000	2014-08-21	9470	A
USGS	01184000	2014-08-22	10300	A
USGS	01184000	2014-08-23	12900	A
USGS	01184000	2014-08-24	12300	A
USGS	01184000	2014-08-25	9770	A
USGS	01184000	2014-08-26	9520	A
USGS	01184000	2014-08-27	6710	A
USGS	01184000	2014-08-28	7080	A
USGS	01184000	2014-08-29	5560	A
USGS	01184000	2014-08-30	3380	A
USGS	01184000	2014-08-31	3540	A
USGS	01184000	2014-09-01	6880	A
USGS	01184000	2014-09-02	6560	A
USGS	01184000	2014-09-03	8180	A
USGS	01184000	2014-09-04	6040	A
USGS	01184000	2014-09-05	6440	A
USGS	01184000	2014-09-06	8240	A
USGS	01184000	2014-09-07	5960	A
USGS	01184000	2014-09-08	3890	A
USGS	01184000	2014-09-09	4790	A
USGS	01184000	2014-09-10	4670	A
USGS	01184000	2014-09-11	5490	A
USGS	01184000	2014-09-12	3890	A
USGS	01184000	2014-09-13	4520	A
USGS	01184000	2014-09-14	4330	A
USGS	01184000	2014-09-15	3880	A
USGS	01184000	2014-09-16	3650	A
USGS	01184000	2014-09-17	3900	A
USGS	01184000	2014-09-18	4100	A
USGS	01184000	2014-09-19	4120	A
USGS	01184000	2014-09-20	4280	A
USGS	01184000	2014-09-21	5150	A
USGS	01184000	2014-09-22	4010	A
USGS	01184000	2014-09-23	3130	A
USGS	01184000	2014-09-24	3060	A
USGS	01184000	2014-09-25	5120	A
USGS	01184000	2014-09-26	3790	A
USGS	01184000	2014-09-27	2900	A
USGS	01184000	2014-09-28	2370	A
USGS	01184000	2014-09-29	3060	A
USGS	01184000	2014-09-30	5270	A
USGS	01184000	2014-10-01	4410	A
USGS	01184000	2014-10-02	3350	A
USGS	01184000	2014-10-03	2900	A
USGS	01184000	2014-10-04	3220	A
USGS	01184000	2014-10-05	6280	A
USGS	01184000	2014-10-06	9820	A
USGS	01184000	2014-10-07	7470	A
USGS	01184000	2014-10-08	6720	A
USGS	01184000	2014-10-09	6460	A
USGS	01184000	2014-10-10	5460	A
USGS	01184000	2014-10-11	6590	A
USGS	01184000	2014-10-12	5510	A
USGS	01184000	2014-10-13	4590	A
USGS	01184000	2014-10-14	6280	A
USGS	01184000	2014-10-15	4190	A
USGS	01184000	2014-10-16	7320	A
USGS	01184000	2014-10-17	15500	A
USGS	01184000	2014-10-18	16500	A
USGS	01184000	2014-10-19	13700	A
USGS	01184000	2014-10-20	9190	A
USGS	01184000	2014-10-21	9810	A
USGS	01184000	2014-10-22	8130	A
USGS	01184000	2014-10-23	15300	A
USGS	01184000	2014-10-24	41300	A
USGS	01184000	2014-10-25	33100	A
USGS	01184000	2014-10-26	25600	A
USGS	01184000	2014-10-27	25200	A
USGS	01184000	2014-10-28	20300	A
USGS	01184000	2014-10-29	16600	A
USGS	01184000	2014-10-30	16200	A
USGS	01184000	2014-10-31	14800	A
USGS	01184000	2014-11-01	11100	A
USGS	01184000	2014-11-02	13100	A
USGS	01184000	2014-11-03	11100	A
USGS	01184000	2014-11-04	12400	A
USGS	01184000	2014-11-05	12100	A
USGS	01184000	2014-11-06	8520	A
USGS	01184000	2014-11-07	8750	A
USGS	01184000	2014-11-08	9980	A
USGS	01184000	2014-11-09	9500	A
USGS	01184000	2014-11-10	9690	A
USGS	01184000	2014-11-11	9410	A
USGS	01184000	2014-11-12	8750	A
USGS	01184000	2014-11-13	9160	A
USGS	01184000	2014-11-14	8090	A
USGS	01184000	2014-11-15	8560	A
USGS	01184000	2014-11-16	6090	A
USGS	01184000	2014-11-17	7500	A
USGS	01184000	2014-11-18	13100	A
USGS	01184000	2014-11-19	16100	A
USGS	01184000	2014-11-20	14100	A
USGS	01184000	2014-11-21	9720	A
USGS	01184000	2014-11-22	9800	A
USGS	01184000	2014-11-23	7970	A
USGS	01184000	2014-11-24	9160	A
USGS	01184000	2014-11-25	15400	A
USGS	01184000	2014-11-26	17700	A
USGS	01184000	2014-11-27	20700	A
USGS	01184000	2014-11-28	16500	A
USGS	01184000	2014-11-29	14700	A
USGS	01184000	2014-11-30	13700	A
USGS	01184000	2014-12-01	10500	A
USGS	01184000	2014-12-02	13900	A
USGS	01184000	2014-12-03	20700	A
USGS	01184000	2014-12-04	21700	A
USGS	01184000	2014-12-05	20500	A
USGS	01184000	2014-12-06	17900	A
USGS	01184000	2014-12-07	20000	A
USGS	01184000	2014-12-08	23900	A
USGS	01184000	2014-12-09	20900	A
USGS	01184000	2014-12-10	33400	A
USGS	01184000	2014-12-11	36800	A
USGS	01184000	2014-12-12	33700	A
USGS	01184000	2014-12-13	31500	A
USGS	01184000	2014-12-14	26700	A
USGS	01184000	2014-12-15	22100	A
USGS	01184000	2014-12-16	22300	A
USGS	01184000	2014-12-17	19100	A
USGS	01184000	2014-12-18	21100	A
USGS	01184000	2014-12-19	27200	A
USGS	01184000	2014-12-20	26800	A
USGS	01184000	2014-12-21	22900	A
USGS	01184000	2014-12-22	20200	A
USGS	01184000	2014-12-23	16800	A
USGS	01184000	2014-12-24	20900	A
USGS	01184000	2014-12-25	33700	A
USGS	01184000	2014-12-26	51400	A
USGS	01184000	2014-12-27	57000	A
USGS	01184000	2014-12-28	48800	A
USGS	01184000	2014-12-29	45200	A
USGS	01184000	2014-12-30	45100	A
USGS	01184000	2014-12-31	38000	A
USGS	01184000	2015-01-01	27800	A
USGS	01184000	2015-01-02	21600	A
USGS	01184000	2015-01-03	18200	A
USGS	01184000	2015-01-04	20700	A
USGS	01184000	2015-01-05	19800	A
USGS	01184000	2015-01-06	19200	A
USGS	01184000	2015-01-07	17900	A
USGS	01184000	2015-01-08	14900	A
USGS	01184000	2015-01-09	23000	A
USGS	01184000	2015-01-10	19000	A
USGS	01184000	2015-01-11	17500	A
USGS	01184000	2015-01-12	15300	A
USGS	01184000	2015-01-13	14400	A
USGS	01184000	2015-01-14	19400	A
USGS	01184000	2015-01-15	18300	A
USGS	01184000	2015-01-16	12700	A:e
USGS	01184000	2015-01-17	11600	A:e
USGS	01184000	2015-01-18	11000	A:e
USGS	01184000	2015-01-19	16300	A
USGS	01184000	2015-01-20	25000	A
USGS	01184000	2015-01-21	25200	A
USGS	01184000	2015-01-22	22900	A
USGS	01184000	2015-01-23	20100	A
USGS	01184000	2015-01-24	16200	A
USGS	01184000	2015-01-25	16100	A
USGS	01184000	2015-01-26	15800	A
USGS	01184000	2015-01-27	14100	A
USGS	01184000	2015-01-28	13200	A
USGS	01184000	2015-01-29	12700	A
USGS	01184000	2015-01-30	11800	A
USGS	01184000	2015-01-31	14400	A:e
USGS	01184000	2015-02-01	12300	A
USGS	01184000	2015-02-02	9110	A
USGS	01184000	2015-02-03	14800	A:e
USGS	01184000	2015-02-04	13200	A
USGS	01184000	2015-02-05	9910	A
USGS	01184000	2015-02-06	13100	A:e
USGS	01184000	2015-02-07	16200	A
USGS	01184000	2015-02-08	11300	A
USGS	01184000	2015-02-09	9290	A
USGS	01184000	2015-02-10	13000	A
USGS	01184000	2015-02-11	12800	A
USGS	01184000	2015-02-12	9670	A
USGS	01184000	2015-02-13	9790	A:e
USGS	01184000	2015-02-14	10200	A:e
USGS	01184000	2015-02-15	11500	A:e
USGS	01184000	2015-02-16	12200	A:e
USGS	01184000	2015-02-17	12800	A:e
USGS	01184000	2015-02-18	9050	A
USGS	01184000	2015-02-19	8160	A
USGS	01184000	2015-02-20	11100	A:e
USGS	01184000	2015-02-21	12700	A:e
USGS	01184000	2015-02-22	9750	A
USGS	01184000	2015-02-23	7740	A:e
USGS	01184000	2015-02-24	8640	A:e
USGS	01184000	2015-02-25	10200	A:e
USGS	01184000	2015-02-26	10700	A
USGS	01184000	2015-02-27	8320	A
USGS	01184000	2015-02-28	10600	A
USGS	01184000	2015-03-01	8340	A
USGS	01184000	2015-03-02	7610	A
USGS	01184000	2015-03-03	7910	A
USGS	01184000	2015-03-04	5790	A
USGS	01184000	2015-03-05	5730	A
USGS	01184000	2015-03-06	9830	A
USGS	01184000	2015-03-07	10500	A
USGS	01184000	2015-03-08	5920	A
USGS	01184000	2015-03-09	4900	A
USGS	01184000	2015-03-10	5870	A
USGS	01184000	2015-03-11	7950	A
USGS	01184000	2015-03-12	8180	A
USGS	01184000	2015-03-13	9710	A
USGS	01184000	2015-03-14	12100	A
USGS	01184000	2015-03-15	10300	A
USGS	01184000	2015-03-16	10200	A
USGS	01184000	2015-03-17	11700	A
USGS	01184000	2015-03-18	12000	A
USGS	01184000	2015-03-19	12900	A
USGS	01184000	2015-03-20	11000	A
USGS	01184000	2015-03-21	9310	A
USGS	01184000	2015-03-22	8000	A
USGS	01184000	2015-03-23	6570	A
USGS	01184000	2015-03-24	8940	A
USGS	01184000	2015-03-25	9080	A
USGS	01184000	2015-03-26	7640	A
USGS	01184000	2015-03-27	13100	A
USGS	01184000	2015-03-28	19900	A
USGS	01184000	2015-03-29	19400	A
USGS	01184000	2015-03-30	14700	A
USGS	01184000	2015-03-31	14100	A
USGS	01184000	2015-04-01	13200	A
USGS	01184000	2015-04-02	15100	A
USGS	01184000	2015-04-03	17800	A
USGS	01184000	2015-04-04	27900	A
USGS	01184000	2015-04-05	39800	A
USGS	01184000	2015-04-06	37800	A
USGS	01184000	2015-04-07	31900	A
USGS	01184000	2015-04-08	31100	A
USGS	01184000	2015-04-09	31100	A
USGS	01184000	2015-04-10	29400	A
USGS	01184000	2015-04-11	30800	A
USGS	01184000	2015-04-12	37700	A
USGS	01184000	2015-04-13	43400	A
USGS	01184000	2015-04-14	53100	A
USGS	01184000	2015-04-15	69500	A
USGS	01184000	2015-04-16	76700	A
USGS	01184000	2015-04-17	69800	A
USGS	01184000	2015-04-18	63700	A
USGS	01184000	2015-04-19	61100	A
USGS	01184000	2015-04-20	58100	A
USGS	01184000	2015-04-21	60200	A
